,ANOMES,E125SN4,V125SN4,E125SN8,V125SN8,E200SN4,V200SN4,E200SN8,V200SN8,E250SN4,V250SN4,E250SN8,V250SN8,E315SN4,V315SN4,E315SN8,V315SN8,E400SN4,V400SN4,E400SN8,V400SN4,E400SN8,V400SN8,E500SN4,V500SN8,E630SN4,V630SN4,E630SN8,V630SN8,E800SN4,V800SN4,E800SN8,V800SN8
80,2011-09,43800.0,37680.0,81064.0,31320.0,54768.0,50820.0,643992.0,150930.0,26064.0,18660,70440.0,26490.0,57528.0,33840.0,106080.0,42570.0,19056.0,51870.0,52416.0,51870.0,52416.0,27030.0,5136.0,13320.0,9288.0,6570.0,9288.0,9840.0,24.0,1470.0,5712.0,1860.0
81,2011-10,17952.0,50220.0,13848.0,24690.0,24744.0,54900.0,158304.0,192870.0,13392.0,18870,26328.0,31440.0,24960.0,29640.0,88152.0,62280.0,14448.0,14670.0,47184.0,14670.0,47184.0,30900.0,3552.0,8190.0,1752.0,3900.0,17232.0,12930.0,576.0,2250.0,1176.0,1170.0
82,2011-11,29376.0,40620.0,75696.0,83550.0,30984.0,36900.0,242568.0,158580.0,9984.0,25590,33960.0,26820.0,23664.0,22260.0,91920.0,69930.0,12576.0,7980.0,47232.0,7980.0,47232.0,36330.0,336.0,10800.0,816.0,600.0,11056.0,5070.0,0.0,180.0,8160.0,3240.0
83,2011-12,47856.0,46320.0,27960.0,40290.0,36960.0,42780.0,121968.0,185520.0,6408.0,11310,15696.0,25380.0,7392.0,7680.0,37824.0,74940.0,1776.0,15630.0,13992.0,15630.0,13992.0,32820.0,528.0,7260.0,672.0,690.0,2616.0,14040.0,1176.0,0.0,3528.0,3270.0
84,2012-01,80928.0,56580.0,120312.0,50670.0,62232.0,30030.0,392208.0,248280.0,19032.0,8340,56448.0,38700.0,60480.0,35400.0,108792.0,54840.0,12480.0,14700.0,45696.0,14700.0,45696.0,27630.0,1944.0,15150.0,240.0,300.0,6840.0,3937.0,120.0,1530.0,1752.0,3420.0
85,2012-02,30360.0,66240.0,26592.0,62820.0,65832.0,61200.0,368808.0,341280.0,5832.0,12930,31248.0,40080.0,12912.0,27480.0,46824.0,94980.0,12888.0,14880.0,13848.0,14880.0,13848.0,37260.0,3456.0,10350.0,240.0,1830.0,5528.0,11910.0,0.0,0.0,1872.0,2130.0
86,2012-03,75192.0,42180.0,70608.0,85500.0,58512.0,71700.0,468632.0,259890.0,11496.0,13050,41040.0,35190.0,20808.0,22110.0,79032.0,59820.0,7896.0,6240.0,41424.0,6240.0,41424.0,15600.0,2088.0,6330.0,576.0,720.0,22992.0,7800.0,0.0,0.0,2640.0,720.0
87,2012-04,24000.0,57090.0,37408.0,27810.0,14544.0,30240.0,166104.0,171090.0,4320.0,6720,8272.0,15980.0,6840.0,10440.0,25284.0,29790.0,3984.0,4680.0,8184.0,4680.0,8184.0,12600.0,0.0,2790.0,0.0,0.0,4608.0,3060.0,0.0,0.0,888.0,1110.0
88,2012-05,9600.0,23280.0,21048.0,42120.0,44808.0,31800.0,286032.0,175740.0,7392.0,8370,24000.0,20280.0,11760.0,8730.0,31656.0,35580.0,2112.0,2940.0,32472.0,2940.0,32472.0,10380.0,480.0,6840.0,0.0,0.0,26568.0,6840.0,0.0,0.0,24.0,30.0
89,2012-06,17448.0,25890.0,52152.0,30780.0,15936.0,28350.0,314112.0,194100.0,13848.0,7230,20856.0,26610.0,11160.0,12930.0,16872.0,16050.0,8952.0,11190.0,19528.0,11190.0,19528.0,7200.0,4056.0,3840.0,3096.0,3870.0,29568.0,6060.0,0.0,0.0,13488.0,510.0
90,2012-07,38712.0,47070.0,37392.0,50880.0,33144.0,37950.0,395832.0,108330.0,7536.0,8220,33744.0,17640.0,27672.0,11940.0,102744.0,32970.0,5112.0,3480.0,38232.0,3480.0,38232.0,10050.0,72.0,9330.0,0.0,0.0,17856.0,3810.0,0.0,0.0,3864.0,2280.0
91,2012-08,30384.0,33240.0,21336.0,35430.0,25920.0,24060.0,146480.0,117360.0,7800.0,4710,27624.0,21720.0,30912.0,12750.0,25080.0,36060.0,7080.0,4050.0,8592.0,4050.0,8592.0,8520.0,288.0,6480.0,168.0,210.0,3168.0,0.0,0.0,0.0,456.0,480.0
92,2012-09,41136.0,54360.0,49584.0,40020.0,71712.0,66120.0,298032.0,210540.0,10824.0,6870,31392.0,29190.0,16536.0,21510.0,30192.0,17280.0,4080.0,3930.0,31704.0,3930.0,31704.0,8040.0,192.0,4200.0,2832.0,1530.0,17616.0,720.0,0.0,0.0,432.0,870.0
93,2012-10,24216.0,28260.0,18168.0,17700.0,21168.0,19260.0,168048.0,123300.0,10800.0,7290,12816.0,17040.0,11856.0,14280.0,16164.0,21450.0,12120.0,7110.0,4632.0,7110.0,4632.0,10410.0,1416.0,5910.0,912.0,930.0,1824.0,3510.0,0.0,0.0,600.0,1050.0
94,2012-11,72792.0,34440.0,50544.0,34230.0,64488.0,15930.0,311856.0,160590.0,4608.0,3690,34504.0,9330.0,18792.0,19560.0,39960.0,34095.0,5760.0,2310.0,4464.0,2310.0,4464.0,7620.0,4680.0,1980.0,240.0,0.0,4200.0,1500.0,0.0,0.0,144.0,0.0
95,2012-12,15768.0,35820.0,24240.0,22680.0,9120.0,11490.0,96096.0,123180.0,984.0,2670,17712.0,14370.0,5832.0,8550.0,28296.0,25755.0,1728.0,2220.0,5208.0,2220.0,5208.0,5520.0,168.0,3120.0,0.0,0.0,4392.0,1140.0,0.0,0.0,2112.0,330.0
96,2013-01,41712.0,21240.0,72504.0,81300.0,13752.0,27330.0,139320.0,195840.0,8064.0,9840,15168.0,27660.0,24456.0,28170.0,26544.0,37290.0,3048.0,6690.0,15096.0,6690.0,15096.0,15570.0,384.0,1110.0,0.0,0.0,3456.0,3240.0,24.0,0.0,840.0,630.0
97,2013-02,21336.0,53400.0,55200.0,43560.0,12480.0,30060.0,355392.0,191940.0,2592.0,3360,112872.0,16710.0,1800.0,3330.0,141888.0,41280.0,5496.0,4650.0,54864.0,4650.0,54864.0,10800.0,3984.0,2220.0,0.0,0.0,5400.0,3480.0,0.0,0.0,960.0,0.0
98,2013-03,19728.0,30420.0,52632.0,67170.0,22152.0,44940.0,191520.0,170460.0,7632.0,7500,51168.0,26790.0,9048.0,7260.0,45128.0,34680.0,2688.0,5400.0,13272.0,5400.0,13272.0,10350.0,96.0,6000.0,0.0,0.0,4248.0,3750.0,0.0,0.0,1224.0,870.0
99,2013-04,55992.0,41700.0,43704.0,36000.0,37440.0,26460.0,225024.0,141570.0,9240.0,9270,20736.0,23700.0,14256.0,16650.0,45012.0,35775.0,3552.0,2940.0,13656.0,2940.0,13656.0,4170.0,240.0,2310.0,1032.0,150.0,10464.0,9780.0,432.0,0.0,384.0,600.0
100,2013-05,10416.0,35430.0,86912.0,42510.0,23160.0,40410.0,284584.0,183270.0,8160.0,10320,42600.0,50790.0,13320.0,15450.0,44700.0,63840.0,4032.0,4710.0,22584.0,4710.0,22584.0,13140.0,768.0,5550.0,1584.0,2160.0,9072.0,7110.0,0.0,540.0,816.0,1080.0
101,2013-06,42096.0,46860.0,20904.0,28650.0,85032.0,47700.0,62160.0,142140.0,13512.0,11970,11376.0,22140.0,17952.0,16050.0,19416.0,37125.0,3024.0,4350.0,13104.0,4350.0,13104.0,16350.0,4992.0,3210.0,408.0,1170.0,5328.0,6150.0,0.0,0.0,744.0,930.0
102,2013-07,32808.0,47250.0,33504.0,32850.0,54936.0,71370.0,260944.0,126390.0,11664.0,15990,37776.0,37680.0,19632.0,26610.0,34296.0,43920.0,4392.0,6450.0,11904.0,6450.0,11904.0,19200.0,432.0,6180.0,504.0,870.0,27768.0,11370.0,0.0,0.0,5328.0,3840.0
103,2013-08,55584.0,51960.0,13104.0,25260.0,60000.0,34920.0,92256.0,125130.0,2688.0,6780,5808.0,8850.0,7200.0,4800.0,16008.0,17520.0,2160.0,1800.0,8568.0,1800.0,8568.0,12270.0,240.0,4920.0,168.0,210.0,1920.0,2490.0,0.0,0.0,336.0,2010.0
104,2013-09,59568.0,80250.0,39192.0,44850.0,34752.0,61140.0,111816.0,169320.0,10152.0,9030,23208.0,30960.0,26304.0,31050.0,39240.0,39750.0,6240.0,6720.0,28896.0,6720.0,28896.0,27240.0,528.0,7920.0,600.0,750.0,4608.0,5040.0,24.0,30.0,2136.0,660.0
105,2013-10,56208.0,67680.0,60888.0,59850.0,21960.0,48480.0,124032.0,181800.0,10272.0,10590,25176.0,21390.0,19872.0,25080.0,27775.2,33645.0,4272.0,5490.0,25948.8,5490.0,25948.8,31230.0,912.0,13800.0,936.0,1170.0,12451.2,9180.0,0.0,0.0,3312.0,2610.0
106,2013-11,69000.0,54840.0,39648.0,42180.0,35520.0,55320.0,167904.0,131447.40000000002,4104.0,3150,29532.0,40215.0,28656.0,31770.0,32664.0,36677.399999999994,7584.0,8040.0,21336.0,8040.0,21336.0,23747.399999999998,288.0,11267.400000000001,624.0,780.0,4320.0,11345.8,24.0,30.0,960.0,390.0
107,2013-12,10296.0,37410.0,22920.0,38850.0,42720.0,41910.0,87816.0,112230.0,5400.0,8190,8184.0,17520.0,9840.0,15810.0,29880.0,31320.0,2952.0,3720.0,19920.0,3720.0,19920.0,29370.0,72.0,5850.0,0.0,0.0,2256.0,2250.0,0.0,0.0,1632.0,2310.0
108,2014-01,64896.0,60030.0,62952.0,38070.0,23472.0,32730.0,702529.6,164250.0,8856.0,9960,33600.0,24570.0,9240.0,9810.0,88540.8,49470.0,4176.0,4980.0,23930.4,4980.0,23930.4,19440.0,720.0,6900.0,504.0,90.0,2390.3999999999996,3930.0,0.0,0.0,744.0,1230.0
109,2014-02,34344.0,33750.0,18624.0,15930.0,35688.0,37140.0,90720.0,158057.40000000002,6192.0,7020,11760.0,24360.0,13248.0,12720.0,53532.0,61442.399999999994,5496.0,5160.0,10704.0,5160.0,10704.0,15677.400000000001,816.0,3137.3999999999996,192.0,720.0,6624.0,11477.400000000001,0.0,0.0,3576.0,4710.0
110,2014-03,32448.0,39090.0,25080.0,18300.0,41808.0,46830.0,79608.0,129210.0,10584.0,13470,17544.0,27990.0,19344.0,21450.0,69252.0,63450.0,4632.0,6900.0,32772.0,6900.0,32772.0,27060.0,912.0,4260.0,0.0,0.0,6936.0,5010.0,0.0,0.0,4512.0,1920.0
111,2014-04,46440.0,52950.0,24744.0,32550.0,25248.0,35370.0,53952.0,110190.0,4224.0,5040,36600.0,18270.0,11088.0,15570.0,39924.0,42173.2,2664.0,3060.0,50136.0,3060.0,50136.0,26295.0,960.0,4650.0,0.0,0.0,5424.0,6480.0,48.0,60.0,7992.0,2250.0
112,2014-05,119712.0,50940.0,47400.0,54780.0,98112.0,52920.0,80496.0,171870.0,18168.0,13620,24720.0,36270.0,32112.0,30540.0,51876.0,66345.0,11592.0,12210.0,26328.0,12210.0,26328.0,33180.0,1728.0,2250.0,1656.0,240.0,5928.0,3180.0,0.0,0.0,816.0,1680.0
113,2014-06,29712.0,72180.0,37344.0,47070.0,21240.0,64680.0,170392.0,182520.0,7776.0,12990,48672.0,27090.0,12936.0,19830.0,50016.0,42975.0,6768.0,8940.0,30924.0,8940.0,30924.0,24630.0,24.0,4680.0,384.0,480.0,7272.0,4620.0,0.0,0.0,3216.0,1680.0
114,2014-07,35448.0,62160.0,43704.0,49980.0,37608.0,38550.0,85344.0,155370.0,10296.0,11880,13872.0,20430.0,23232.0,19350.0,69228.0,59805.0,3072.0,3810.0,7272.0,3810.0,7272.0,25575.0,864.0,6780.0,408.0,2340.0,3576.0,6900.0,0.0,0.0,3840.0,4890.0
115,2014-08,12096.0,38400.0,16752.0,29640.0,14904.0,31740.0,76512.0,49530.0,7008.0,9030,16872.0,9000.0,9984.0,14070.0,25416.0,37875.0,3432.0,3030.0,7212.0,3030.0,7212.0,9900.0,768.0,2880.0,432.0,300.0,1728.0,3660.0,48.0,0.0,960.0,3690.0
116,2014-09,49536.0,54090.0,17256.0,23070.0,37272.0,48150.0,81384.0,195510.0,4392.0,7230,18576.0,33690.0,21312.0,22710.0,57648.0,64695.0,12336.0,12630.0,32220.0,12630.0,32220.0,24225.0,672.0,6060.0,144.0,420.0,5112.0,9630.0,96.0,0.0,3144.0,2250.0
117,2014-10,50184.0,61500.0,32280.0,36150.0,36192.0,41820.0,74601.6,173880.0,11640.0,14280,41001.600000000006,26430.0,18144.0,22560.0,50724.0,47235.0,5040.0,6180.0,44256.0,6180.0,44256.0,34590.0,984.0,7740.0,1056.0,600.0,7320.0,6840.0,0.0,60.0,792.0,1290.0
118,2014-11,63576.0,63450.0,43408.0,35610.0,60264.0,53520.0,273840.0,135300.0,10920.0,8220,25944.0,32520.0,30576.0,24960.0,66320.0,65580.0,7992.0,7740.0,26872.0,7740.0,26872.0,19680.0,1920.0,9840.0,432.0,360.0,2544.0,2160.0,48.0,60.0,2832.0,2400.0
119,2014-12,33728.0,40200.0,48600.0,34620.0,23208.0,29220.0,176540.80000000002,82235.79999999999,6264.0,7590,40756.799999999996,22595.800000000003,20232.0,21030.0,25038.4,22145.800000000003,1896.0,4440.0,20678.4,4440.0,20678.4,16870.0,3600.0,2820.0,2112.0,3180.0,5904.0,4680.0,0.0,0.0,4176.0,3840.0
120,2015-01,37800.0,48840.0,53064.0,56940.0,39864.0,48120.0,179024.0,208230.0,7152.0,10170,15168.0,19140.0,23664.0,36510.0,46904.0,53040.0,3912.0,4980.0,14088.0,4980.0,14088.0,17940.0,3744.0,5340.0,408.0,0.0,3456.0,5100.0,240.0,0.0,2664.0,2430.0
121,2015-02,55968.0,62910.0,47906.0,35670.0,22056.0,28350.0,511680.0,227010.0,6552.0,8070,36600.0,17730.0,9132.0,10815.0,68210.0,37965.0,5496.0,7020.0,52572.0,7020.0,52572.0,14190.0,144.0,6270.0,408.0,900.0,6624.0,3990.0,96.0,300.0,4512.0,1950.0
122,2015-03,53904.0,52710.0,93432.0,43860.0,48168.0,53490.0,358412.80000000005,282425.80000000005,13032.0,15000,86232.0,42270.0,17496.0,17730.0,132052.8,73085.79999999999,4776.0,5160.0,36960.0,5160.0,36960.0,27585.0,2496.0,1920.0,528.0,660.0,12024.0,9780.0,48.0,60.0,2304.0,2880.0
123,2015-04,71544.0,84210.0,59952.0,39690.0,39096.0,25290.0,386632.0,253890.0,16056.0,10290,20880.0,27840.0,13992.0,18000.0,43876.0,59385.0,9072.0,9900.0,23196.0,9900.0,23196.0,18655.0,456.0,4860.0,384.0,480.0,5736.0,5700.0,0.0,0.0,5616.0,1710.0
124,2015-05,72024.0,64560.0,51960.0,55470.0,100296.0,40470.0,182490.4,289410.0,7824.0,8610,24576.0,33960.0,17520.0,11250.0,106502.4,63015.0,7080.0,5250.0,32048.0,5250.0,32048.0,37610.8,2400.0,2310.0,960.0,240.0,2784.0,2340.0,0.0,0.0,528.0,1680.0
125,2015-06,20352.0,44430.0,37744.0,34080.0,38640.0,43290.0,238056.0,104852.40000000001,5904.0,8040,14904.0,26638.199999999997,2808.0,7830.0,30804.0,46800.0,3408.0,3960.0,9816.0,3960.0,9816.0,18450.0,672.0,2760.0,0.0,960.0,1872.0,2640.0,24.0,30.0,360.0,720.0
126,2015-07,61368.0,53370.0,18336.0,16710.0,51480.0,28500.0,193320.0,142680.0,3480.0,3810,54989.600000000006,25362.399999999998,8568.0,10020.0,75775.20000000001,58043.200000000004,3840.0,7080.0,63020.799999999996,7080.0,63020.799999999996,48920.799999999996,1008.0,9540.0,96.0,120.0,7368.0,6270.0,0.0,0.0,4824.0,4650.0
127,2015-08,34368.0,42150.0,13272.0,16590.0,8400.0,23280.0,58368.0,114660.0,4992.0,4920,12912.0,34650.0,7128.0,7440.0,16656.0,24000.0,3480.0,2190.0,4872.0,2190.0,4872.0,13770.0,528.0,1500.0,384.0,0.0,840.0,1770.0,0.0,0.0,648.0,1590.0
128,2015-09,51480.0,72870.0,32976.0,28950.0,51432.0,50670.0,174448.0,159120.0,10920.0,10350,54864.0,34950.0,17664.0,17670.0,61236.0,49965.0,22512.0,19590.0,23496.0,19590.0,23496.0,15640.0,2568.0,3030.0,1128.0,1620.0,1752.0,1170.0,480.0,600.0,792.0,150.0
129,2015-10,43920.0,47640.0,29352.0,34530.0,35376.0,38400.0,126264.0,143730.0,5232.0,5820,23592.0,27540.0,10632.0,16560.0,60624.0,51540.0,2064.0,9990.0,35688.0,9990.0,35688.0,36967.399999999994,696.0,4710.0,0.0,0.0,4608.0,4290.0,0.0,0.0,4128.0,3180.0
130,2015-11,47400.0,65490.0,22800.0,22140.0,25872.0,30750.0,173796.0,174510.0,4320.0,4560,16680.0,18270.0,20724.0,14835.0,115020.0,95295.0,6600.0,4770.0,18072.0,4770.0,18072.0,17400.0,624.0,1920.0,408.0,510.0,3336.0,1830.0,0.0,0.0,96.0,90.0
131,2015-12,33408.0,37680.0,22632.0,34710.0,11280.0,19530.0,124824.0,90690.0,6672.0,9780,30312.0,37380.0,2088.0,9210.0,67888.0,55860.0,7056.0,8790.0,17448.0,8790.0,17448.0,13470.0,504.0,3900.0,0.0,0.0,3720.0,4230.0,0.0,0.0,1368.0,60.0
132,2016-01,46152.0,56190.0,15192.0,17460.0,25152.0,27720.0,91896.0,99630.0,4464.0,3180,52000.0,27990.0,10440.0,13710.0,59340.0,51495.0,1800.0,1170.0,21456.0,1170.0,21456.0,21720.0,456.0,5130.0,0.0,0.0,1104.0,2520.0,0.0,0.0,1032.0,750.0
133,2016-02,62208.0,74580.0,58968.0,28830.0,24000.0,28620.0,278440.0,118200.0,9744.0,13620,60312.0,36960.0,21924.0,23040.0,113388.0,53160.0,7800.0,11970.0,37560.0,11970.0,37560.0,14490.0,864.0,4350.0,0.0,0.0,8136.0,5130.0,0.0,0.0,2736.0,1500.0
134,2016-03,51696.0,53640.0,37752.0,30540.0,38856.0,43170.0,197136.0,135090.0,11544.0,12270,26784.0,31410.0,13968.0,18495.0,117588.0,67920.0,3792.0,4590.0,15444.0,4590.0,15444.0,17115.0,0.0,5670.0,192.0,240.0,5520.0,5700.0,0.0,0.0,2496.0,1800.0
135,2016-04,132648.0,84630.0,18720.0,30540.0,60624.0,37770.0,155328.0,128370.0,8352.0,9660,15432.0,29430.0,22704.0,12690.0,104616.0,66660.0,3528.0,3630.0,29832.0,3630.0,29832.0,20460.0,1272.0,1860.0,0.0,0.0,4824.0,7950.0,0.0,0.0,888.0,690.0
136,2016-05,20232.0,78660.0,24312.0,29070.0,11520.0,38430.0,72648.0,127350.0,4248.0,7590,15240.0,23610.0,3624.0,10890.0,41196.0,57090.0,1296.0,1710.0,7224.0,1710.0,7224.0,10740.0,504.0,3330.0,0.0,0.0,2400.0,2700.0,0.0,0.0,480.0,780.0
137,2016-06,32328.0,57120.0,33888.0,43980.0,21480.0,34440.0,72480.0,93270.0,8664.0,10800,30552.0,38190.0,28272.0,23370.0,58992.0,67950.0,6936.0,6990.0,14736.0,6990.0,14736.0,19650.0,240.0,2550.0,96.0,0.0,2256.0,1890.0,0.0,0.0,2112.0,2520.0
138,2016-07,41184.0,65310.0,20400.0,32790.0,33264.0,48840.0,143440.0,123300.0,10368.0,12540,16680.0,25110.0,10896.0,25170.0,59112.0,65520.0,4632.0,6990.0,15336.0,6990.0,15336.0,19410.0,960.0,5100.0,792.0,810.0,3312.0,4410.0,0.0,0.0,3360.0,3240.0
139,2016-08,55296.0,48300.0,9984.0,11400.0,30192.0,27510.0,80280.0,104250.0,9792.0,10440,19584.0,25650.0,13800.0,21180.0,36744.0,44790.0,5208.0,6600.0,10344.0,6600.0,10344.0,14670.0,336.0,3570.0,0.0,300.0,1416.0,1650.0,0.0,0.0,1392.0,810.0
140,2016-09,46968.0,67050.0,55104.0,50730.0,52872.0,67080.0,113400.0,118800.0,7872.0,10830,51816.0,35760.0,19584.0,20160.0,66300.0,66435.0,4392.0,4860.0,27408.0,4860.0,27408.0,28230.0,1296.0,4110.0,816.0,1020.0,5280.0,6810.0,24.0,30.0,1464.0,1710.0
141,2016-10,60360.0,72960.0,65520.0,50040.0,52056.0,60420.0,293928.0,165000.0,16584.0,13560,57264.0,26790.0,23088.0,25710.0,122076.0,80130.0,13936.0,7830.0,55312.0,7830.0,55312.0,26250.0,1872.0,12330.0,1728.0,660.0,13656.0,4140.0,48.0,60.0,5640.0,3120.0
142,2016-11,66576.0,80070.0,90993.6,53371.600000000006,36192.0,43020.0,737840.0,215910.0,11304.0,13890,52056.0,54270.0,20592.0,22830.0,71916.0,94740.0,6120.0,13260.0,28224.0,13260.0,28224.0,37380.0,1104.0,5820.0,192.0,240.0,1488.0,2190.0,0.0,0.0,192.0,240.0
143,2016-12,34248.0,46860.0,50736.0,35280.0,29400.0,30690.0,367008.0,246960.0,3840.0,6600,86952.0,38490.0,40536.0,23820.0,102624.0,72030.0,7512.0,6060.0,51960.0,6060.0,51960.0,19080.0,1584.0,6240.0,624.0,780.0,5808.0,5070.0,0.0,0.0,1392.0,1320.0
144,2017-01,112032.0,94110.0,85776.0,83700.0,71184.0,68280.0,291048.0,321630.0,16248.0,15450,71160.0,44100.0,42048.0,38340.0,258096.0,106500.0,8352.0,7680.0,35736.0,7680.0,35736.0,34920.0,912.0,10650.0,0.0,0.0,13936.0,15960.0,48.0,60.0,4272.0,2610.0
145,2017-02,19800.0,55680.0,58440.0,60210.0,39864.0,36090.0,186264.0,224190.0,9288.0,7770,71208.0,47910.0,18696.0,26880.0,117312.0,83685.0,7872.0,8190.0,46572.0,8190.0,46572.0,26130.0,1416.0,6840.0,192.0,240.0,9680.0,5160.0,600.0,750.0,8040.0,1860.0
146,2017-03,75096.0,63030.0,88008.0,62190.0,32160.0,51570.0,589536.0,319290.0,13512.0,17010,108168.0,67440.0,34512.0,38640.0,133836.0,76485.0,9168.0,8070.0,87384.0,8070.0,87384.0,28425.0,2088.0,11640.0,336.0,420.0,12024.0,12360.0,0.0,0.0,2664.0,1110.0
147,2017-04,110672.0,44280.0,49304.0,31350.0,86472.0,48030.0,210552.0,149280.0,18936.0,10080,23592.0,36330.0,32256.0,19815.0,80916.0,97230.0,4368.0,8640.0,10896.0,8640.0,10896.0,21930.0,528.0,9780.0,192.0,0.0,1560.0,7410.0,0.0,0.0,1440.0,2130.0
148,2017-05,64200.0,130440.0,97656.0,91470.0,56400.0,85680.0,773472.0,250890.0,15792.0,10110,102088.0,49890.0,17976.0,20250.0,268276.0,100920.0,9360.0,5100.0,119064.0,5100.0,119064.0,41220.0,1032.0,11940.0,0.0,0.0,20088.0,9150.0,0.0,0.0,4536.0,1740.0
149,2017-06,100560.0,94320.0,33576.0,50850.0,34080.0,0.0,272960.0,283740.0,6864.0,8880,86808.0,44280.0,13248.0,22350.0,63264.0,69030.0,4248.0,4320.0,35616.0,4320.0,35616.0,43230.0,672.0,6630.0,216.0,0.0,5112.0,3180.0,0.0,0.0,1272.0,2490.0
150,2017-07,58248.0,69720.0,47208.0,59640.0,13728.0,64920.0,275880.0,227520.0,9336.0,15600,47208.0,54990.0,20400.0,13890.0,68328.0,76560.0,4944.0,7110.0,31572.0,7110.0,31572.0,29010.0,48.0,12060.0,0.0,0.0,1152.0,1380.0,0.0,0.0,816.0,1770.0
151,2017-08,44112.0,68340.0,23448.0,33660.0,15648.0,2880.0,80832.0,95490.0,3864.0,3240,27624.0,38130.0,3024.0,19830.0,46272.0,58500.0,3264.0,2490.0,12648.0,2490.0,12648.0,15210.0,240.0,3990.0,0.0,0.0,3528.0,5100.0,0.0,0.0,432.0,2040.0
152,2017-09,63120.0,82920.0,363224.0,66990.0,40896.0,48330.0,1965752.0,259290.0,13344.0,15630,72768.0,67650.0,15000.0,15690.0,70440.0,100950.0,6168.0,8460.0,28488.0,8460.0,28488.0,36930.0,144.0,5550.0,0.0,0.0,6960.0,3990.0,0.0,0.0,4312.0,900.0
153,2017-10,81120.0,99030.0,106896.0,98550.0,37440.0,37350.0,1220066.0,264572.0,6480.0,10470,254928.0,61140.0,8352.0,17340.0,64920.0,77040.0,5784.0,8760.0,29328.0,8760.0,29328.0,31440.0,0.0,11010.0,0.0,0.0,4440.0,6630.0,0.0,0.0,2520.0,3330.0
154,2017-11,58008.0,73860.0,56704.0,82620.0,9000.0,6900.0,321880.0,287760.0,7152.0,9540,40464.0,60930.0,3792.0,5700.0,79748.0,88815.0,4008.0,3510.0,44136.0,3510.0,44136.0,30900.0,0.0,8340.0,0.0,0.0,3624.0,3450.0,0.0,0.0,2856.0,2790.0
155,2017-12,31860.0,35760.0,114792.0,45120.0,2880.0,0.0,3291888.0,295710.0,1728.0,2160,68832.0,29610.0,3120.0,4680.0,183948.0,64770.0,2040.0,4050.0,64656.0,4050.0,64656.0,20130.0,0.0,3780.0,192.0,0.0,7560.0,1890.0,0.0,0.0,2256.0,1500.0
156,2018-01,98856.0,91860.0,131160.0,80580.0,108072.0,35700.0,502632.0,359310.0,37104.0,9210,984096.0,116400.0,24912.0,15300.0,278236.0,92520.0,3912.0,3990.0,120528.0,3990.0,120528.0,29850.0,48.0,6720.0,0.0,0.0,5712.0,3060.0,0.0,0.0,6408.0,1290.0
157,2018-02,43632.0,87120.0,49056.0,58050.0,1680.0,3330.0,171984.0,301350.0,1728.0,13230,33696.0,52620.0,6648.0,16200.0,56760.0,77670.0,2640.0,2190.0,17568.0,2190.0,17568.0,24330.0,0.0,10740.0,408.0,0.0,3504.0,5910.0,0.0,0.0,1752.0,2220.0
158,2018-03,50760.0,61680.0,35928.0,58080.0,3624.0,30810.0,165736.0,258660.0,5928.0,6600,31104.0,60510.0,6816.0,10560.0,28632.0,50640.0,4320.0,4860.0,16464.0,4860.0,16464.0,10050.0,192.0,6150.0,0.0,0.0,3720.0,4680.0,0.0,0.0,600.0,1350.0
159,2018-04,65232.0,79890.0,98088.0,61800.0,7224.0,27540.0,790536.0,158730.0,3168.0,8430,44448.0,48810.0,9084.0,14835.0,55728.0,60690.0,2736.0,4980.0,53688.0,4980.0,53688.0,25200.0,0.0,11580.0,0.0,0.0,4200.0,6420.0,0.0,0.0,984.0,990.0
160,2018-05,131928.0,74820.0,74544.0,68040.0,165984.0,40110.0,221640.0,339030.0,9672.0,4170,99720.0,63270.0,17088.0,6750.0,333036.0,108435.0,2976.0,4080.0,178416.0,4080.0,178416.0,27390.0,336.0,9150.0,0.0,0.0,9384.0,3390.0,0.0,0.0,4992.0,1740.0
161,2018-06,91488.0,121590.0,106416.0,117180.0,60048.0,21090.0,248488.0,336330.0,15720.0,7440,90792.0,63600.0,9900.0,6960.0,217416.0,113520.0,5640.0,450.0,48840.0,450.0,48840.0,22050.0,1128.0,3600.0,0.0,0.0,5016.0,3630.0,0.0,0.0,984.0,690.0
162,2018-07,68484.0,82110.0,48864.0,84180.0,13200.0,46050.0,157296.0,279090.0,2472.0,7170,50784.0,64980.0,3168.0,12810.0,62904.0,93390.0,3528.0,6960.0,20664.0,6960.0,20664.0,36090.0,0.0,12420.0,96.0,0.0,11040.0,6240.0,0.0,0.0,2112.0,3570.0
163,2018-08,37152.0,45480.0,31536.0,50280.0,9600.0,18210.0,81480.0,216090.0,4032.0,2580,22320.0,46920.0,2376.0,1890.0,34992.0,60690.0,1872.0,1170.0,11844.0,1170.0,11844.0,25275.0,0.0,11430.0,0.0,0.0,4392.0,9210.0,0.0,0.0,168.0,1680.0
164,2018-09,134136.0,54450.0,225408.0,71250.0,20640.0,0.0,463548.0,282690.0,13296.0,8280,61800.0,49500.0,12408.0,5055.0,131976.0,89760.0,3840.0,4890.0,65604.0,4890.0,65604.0,33705.0,720.0,15000.0,0.0,0.0,8616.0,7230.0,0.0,0.0,3000.0,1830.0
