aaaammdd	v25C	v3K	3KRL 	v3KPD	v3K4	v3K4-1	v3KS24	3KSN8	vP100	vP80	vPEBD	vPPCE	vPPE	vPPH	vPPIBO	vPPR	vPVC	vPVC5C	vPVCC	vPVCR	PVCBR	vTotalTon	vTotalCCarga	vTotal3K	vTotalPressao	vTotalPVC	vTotalPP	vTotalPE
01/04/2018	372,7036916	109,766235	0	20,405904	0,539904	12,611772	11,217696	0	213,260232	7,406	0,43	259,993884	1,667655	0	21,00294	5,720168	135,464495	375,388608	0	2,66976	0,020568	1550,269513	372,7036916	154,541511	513,543431	1040,788634	282,664479	220,666232
01/05/2018	426,907471	143,469581	0	19,955514	6,763008	6,20118	28,553928	0	179,639646	9,5729	0,832	361,748238	2,563605	0	21,415872	3,833376	154,971374	321,3377968	0	0,446199	0	1688,211689	426,907471	204,943211	476,7553698	1108,606052	385,727715	189,212546
01/06/2018	501,845413	154,358765	0	32,5622845	15,728256	45,242334	56,282598	0	151,661938	10,787	1,252	335,0481	1,921902	0	35,938224	16,486656	138,496679	206,288766	0	0,06549	0	1703,966406	501,845413	304,1742375	344,850935	1150,870586	372,908226	162,448938
01/07/2018	462,5858176	144,5945058	0	20,7693976	13,227648	10,60452	56,340216	0	248,959423	16,4066	0,194	378,832554	2,093034	0	25,136424	10,944532	103,738903	176,944542	0		0	1671,372117	462,5858176	245,5362874	280,683445	988,80555	406,062012	265,366023
01/08/2018	203,953793	70,227861	0	10,280562	6,478848	13,589496	40,959618	0	102,100249	7,6777	0,15	267,780792	0,161946	0	14,550504	11,03092	35,09964	86,62101	0	2,66976	0	873,332699	203,953793	141,536385	124,39041	469,880588	282,493242	109,777949
01/09/2018	349,716095	101,812432	0	21,669971	0	1,17828	25,09425	0	155,35921	8,9512	0,695	343,476846	3,275343	5,85	19,31925	15,969576	85,702238	188,406912	0	0	0	1326,476603	349,716095	149,754933	274,10915	773,580178	366,071439	164,31041
01/10/2018	417,300644	119,345506	0	20,924231	6,478848	9,42624	67,488312	0	155,815776	17,147	0,65	402,090624	4,701072	0	27,258534	2,22588	93,3619	189,161586	0	0	0	1533,376153	417,300644	223,663137	282,523486	923,487267	434,05023	173,612776
01/11/2018	385,778105	168,3819658	0	9,955071	0	3,40392	43,264296	0	164,0847875	10,5	0,022	372,282912	0,572871	0	22,51401	12,537744	84,085523	98,998716	0	0,07416	0	1376,456081	385,778105	225,0052528	183,158399	793,9417568	395,369793	174,6067875
01/12/2018	271,518498	55,694595	0	17,127761	0,703296	5,49864	52,30707	0	201,537956	5,599	0	189,855222	0,541542	0	16,927734	13,22296	52,40125	89,513274	0	0	0	972,448798	271,518498	131,331362	141,914524	544,764384	207,324498	207,136956
01/01/2019	447,936357	109,949419	0	25,791619	10,79808	0	51,291078	0	207,88059	4,4628	0	337,197396	1,824426	0	28,591566	8,461324	79,235498	175,233354	0	0	0	1488,653507	447,936357	197,830196	254,468852	900,235405	367,613388	212,34339
01/02/2019	361,211684	90,991329	0	21,295089	20,67264	6,100872	39,77064	6,831198	252,777058	1,4733	0,198	318,545796	2,95116	0	21,726402	4,791048	119,752084	166,16952	0	5,9562429	0	1441,214063	361,211684	185,661768	291,8778469	838,7512989	343,223358	254,448358
01/03/2019	394,078915	131,027538	0	21,996914	44,158464	14,85942	35,958444	27,264798	155,263096	4,7051	1,582	325,015188	3,595881	0	27,076506	14,428488	96,2717	254,441532	0	4,0819093	0	1555,805893	394,078915	275,265578	354,7951413	1024,139634	355,687575	161,550196
01/04/2019	384,399909	110,173624	0	21,888828	0,28416	2,500572	45,56136	26,604648	137,725947	4,5937	0,007	272,696712	3,8808	0	17,518848	12,378928	102,386758	214,583556	0	0	0	1357,18535	384,399909	207,013192	316,970314	908,383415	294,09636	142,326647
01/05/2019	463,5902004	135,047959	0	27,880932	8,638464	2,605308	37,309098	30,722094	163,356458	12,7435	0,33	328,673856	1,15785	0	30,838608	2,62572	103,91707	147,688848	0	4,094548	0	1501,220513	463,5902004	242,203855	255,700466	961,4945214	360,670314	176,429958
01/06/2019	372,406394	82,909931	0	23,181133	0,21312	13,380024	43,798836	14,144544	120,392822	8,4864	0	243,685644	7,417827	0	22,978896	13,161056	42,423994	70,097874	0	0	0	1078,678495	372,406394	177,627588	112,521868	662,55585	293,527465	128,879222
01/07/2019	383,096587	103,404642	0	28,2734645	3,239424	12,56832	66,241532	16,405578	141,358628	8,4601	0,055	254,389884	2,012523	0	21,243528	2,979848	103,280277	118,601208	0	0,02183	0	1265,632374	383,096587	230,1329605	221,903315	835,1328625	277,645935	149,873728
01/08/2019	202,223666	44,344644	0	11,519382	0,14208	19,26	24,48078	14,062176	57,828332	10,4755	0	172,845282	0,415824	0	12,85323	0,19868	37,329396	70,270296	0	0	0	678,249268	202,223666	113,809062	107,599692	423,63242	186,114336	68,303832
01/09/2019	345,4	126,5	0	29,6	1,9	0	55	16,3	91,3	7,1	0,7	235,5	0,2	0	24,5	15,5	58,5	105,7	0	0,7	0	1114,4	345,4	229,3	164,2	739,6	260,2	99,1
01/10/2019	408,5	94	0	16	1,7	22,1	48,2	31,3	106,9	2	0	252,4	3,1	0	24,7	6,8	59,9	157	0	0	0	1234,7	408,5	213,3	216,9	838,7	280,2	108,9
01/11/2019	326,743907	114,932038	0	30,61558	13,35552	5,31576	56,693355	6,24849	67,990462	14,4919	0,44	210,778104	5,636466	2,34	13,546296	8,835	56,185122	100,597854	0	0	0	1034,745854	326,743907	227,160743	156,782976	710,687626	229,960866	82,922362
01/12/2019	245,5324575	97,035736	0	10,324368	4,816512	11,27352	29,065596	8,485776	124,693504	2,4382	0	173,275842	0,136362	0	11,513754	27,34304	35,388564	80,331126	0	2,66976	0	864,3241175	245,5324575	161,001508	118,38945	524,9234155	184,925958	127,131704
01/01/2020	450,521824	84,60987	8,160125	20,44057	6,095232	7,61412	50,037606	10,071024	74,892442	5,1031	0,044	252,948816	1,077654	0	26,976342	5,727712	59,443577	248,308086	0	0	0	1312,0721	450,521824	187,028547	307,751663	945,302034	281,002812	79,995542
01/02/2020	376,00893	118,228228	15,7625	17,057449	30,26304	0,8988	51,66765	15,71619	131,722663	3,4113	0	292,816824	3,931851	0	10,1439	3,14984	87,373037	191,06367	0	0	0	1349,215872	376,00893	249,593857	278,436707	904,039494	306,892575	135,133963
01/03/2020	456,4151821	172,0468389	26,59878571	33,25143957	0	26,63382857	53,36435657	48,27034457	212,015276	3,992057143	0	330,2647731	1,919534571	0	33,58402457	2,333257143	78,20491486	312,0576549	0	0	0	1790,952268	456,4151821	360,1655939	390,2625697	1206,843346	365,7683323	216,0073331
